0 3989 600 Resources/Default/1/Graphics/Level/background_past_1.png
0 4001 600 Resources/Default/1/Graphics/Level/background_past_2.png
0 4001 600 Resources/Default/1/Graphics/Level/background_past_3.png
0 4001 600 Resources/Default/1/Graphics/Level/background_past_4.png
0 4001 600 Resources/Default/1/Graphics/Level/background_past_5.png
0 4001 600 Resources/Default/1/Graphics/Level/background_past_6.png
0 3357 600 Resources/Default/1/Graphics/Level/background_past_7.png
1 4001 600 Resources/Default/1/Graphics/Level/background_now_1.png
1 4001 600 Resources/Default/1/Graphics/Level/background_now_2.png
1 4001 600 Resources/Default/1/Graphics/Level/background_now_3.png
1 4001 600 Resources/Default/1/Graphics/Level/background_now_4.png
1 4001 600 Resources/Default/1/Graphics/Level/background_now_5.png
1 4001 600 Resources/Default/1/Graphics/Level/background_now_6.png
1 3357 600 Resources/Default/1/Graphics/Level/background_now_7.png
